{i}, {x_center}, {y_center}, {width}, {height}, {confidence_i_found_a_thing}, {confidence_its_a_face},
1280, 4.911831, 13.24617, 20.67852, 27.04011, 35.3637, 42.5095,
1281, 51.28708, 58.92653, 67.9753, 75.97361, 83.16208, 91.1801,
1282, 100.567, 107.9527, 114.4885, 123.0768, 130.9336, 139.3991,
1283, 147.3123, 154.6739, 163.5121, 171.3193, 178.5249, 187.4565,
1284, 195.1526, 204.3362, 210.9318, 218.5912, 229.5281, 239.1337,
1285, 245.6441, 252.4362, 260.2453, 267.4929, 275.3601, 281.7942,
1286, 287.6506, 296.4246, 305.3653, 314.8554, 322.3598, 330.0549,
1287, 339.9635, 346.6725, 357.139, 365.6377, 375.7328, 378.4746,
1288, 386.7507, 395.1978, 405.3208, 413.3523, 422.2212, 431.8615,
1289, 437.5537, 444.2818, 452.1208, 461.1399, 468.2466, 475.501,
1290, 485.582, 492.3481, 499.2092, 507.4613, 516.8517, 525.7949,
1291, 530.836, 543.0875, 545.3506, 554.062, 566.7011, 574.9486,
1292, 583.2272, 587.0521, 597.0264, 600.5923, 610.1551, 620.313,
1293, 632.2023, 637.636, 5.17382, 12.38982, 20.5651, 26.32138,
1294, 34.89746, 42.45207, 51.22088, 58.3594, 67.54831, 75.08987,
1295, 83.37238, 91.64507, 100.7388, 108.0343, 114.9995, 123.4549,
1296, 130.5477, 139.5534, 147.6948, 155.347, 163.4404, 171.4959,
1297, 179.1434, 187.8935, 195.7304, 203.6815, 211.3992, 221.9438,
1298, 229.8273, 238.4336, 245.4337, 252.4367, 259.7444, 267.4974,
1299, 274.754, 281.593, 287.568, 295.8337, 305.5433, 313.766,
1300, 322.1456, 331.8284, 340.5873, 346.223, 358.3943, 366.2809,
1301, 373.6114, 380.2402, 385.648, 395.8648, 405.1253, 413.6148,
1302, 422.1886, 431.7057, 437.9193, 444.655, 451.8874, 460.8969,
1303, 467.5645, 474.8372, 486.0466, 492.5915, 500.2766, 506.7057,
1304, 516.9206, 524.5232, 530.803, 543.9108, 545.913, 553.6788,
1305, 565.9348, 573.261, 581.5638, 587.5636, 596.777, 601.7344,
1306, 609.6847, 621.7904, 631.3433, 635.939, 4.780072, 11.35759,
1307, 20.09146, 27.54555, 34.73281, 43.2261, 51.34304, 58.34983,
1308, 68.05743, 75.89922, 83.45481, 91.8847, 101.1757, 108.2491,
1309, 115.1936, 122.955, 130.3181, 139.5242, 147.0819, 154.716,
1310, 162.9132, 170.7936, 178.2274, 187.5088, 195.1492, 202.6008,
1311, 210.4303, 222.2887, 230.1291, 237.8973, 244.8221, 252.5175,
1312, 260.2581, 267.7007, 274.7322, 282.6076, 288.3508, 295.6974,
1313, 305.4358, 313.3825, 321.5459, 331.0334, 339.5563, 346.2497,
1314, 358.8499, 367.2562, 372.5414, 380.6355, 386.6088, 395.6574,
1315, 403.6908, 413.8467, 423.5591, 430.1285, 437.6201, 444.8537,
1316, 451.6051, 460.3798, 467.2646, 474.6531, 484.4055, 491.6778,
1317, 501.3398, 507.4501, 517.3174, 523.0948, 530.9097, 543.9925,
1318, 547.5106, 556.1354, 564.9363, 572.3754, 579.6191, 585.4042,
1319, 597.0685, 603.8902, 609.6899, 621.7979, 630.6844, 636.2311,
1320, 4.557695, 12.41603, 19.07558, 27.6548, 34.4424, 42.32528,
1321, 51.31148, 58.0648, 67.34077, 75.62472, 83.44988, 92.25403,
1322, 100.7916, 108.143, 115.6156, 123.8677, 130.8731, 139.9271,
1323, 147.8981, 155.4754, 163.7745, 171.7694, 179.4796, 188.7144,
1324, 196.0561, 202.3208, 210.3411, 221.6236, 230.1309, 237.2029,
1325, 244.2045, 252.9547, 260.8133, 267.485, 274.9826, 283.4417,
1326, 289.5136, 296.9172, 305.1905, 312.1418, 321.3694, 329.972,
1327, 340.5292, 348.3342, 356.3169, 367.3654, 371.0439, 380.6804,
1328, 389.2967, 396.0797, 402.9013, 414.9744, 423.1145, 429.3672,
1329, 436.1696, 444.2182, 450.8407, 458.6435, 466.4767, 473.9084,
1330, 482.282, 490.7179, 500.7293, 508.5476, 519.9391, 526.2217,
1331, 533.2266, 542.8912, 547.7667, 555.8374, 563.952, 570.7534,
1332, 578.3104, 587.3048, 596.2951, 604.6661, 611.4122, 620.4908,
1333, 629.2041, 636.9009, 5.10966, 12.41683, 17.23882, 26.18102,
1334, 35.2612, 42.89253, 50.97062, 58.67698, 67.95798, 76.07713,
1335, 83.82249, 92.74089, 100.7607, 108.0858, 115.2267, 123.6009,
1336, 130.5271, 138.8474, 147.306, 155.1936, 163.2129, 171.3079,
1337, 178.7825, 187.0819, 194.4826, 201.3799, 211.1376, 221.0857,
1338, 230.0975, 236.9713, 243.9428, 252.4958, 260.8365, 267.5248,
1339, 274.7719, 283.9749, 290.6858, 298.6264, 305.8857, 311.5488,
1340, 321.3663, 329.6997, 341.5387, 351.4692, 354.3972, 363.8078,
1341, 370.5695, 380.4649, 389.3214, 395.8434, 404.025, 414.9448,
1342, 422.244, 430.403, 437.4013, 444.7529, 452.2323, 460.5417,
1343, 468.6159, 476.2548, 484.2841, 492.3787, 500.3223, 509.8011,
1344, 518.671, 524.9752, 533.6755, 543.8575, 547.7986, 554.892,
1345, 564.3596, 570.7986, 578.4359, 586.7951, 594.7002, 606.5891,
1346, 611.0168, 619.6084, 627.908, 635.7179, 5.104451, 12.00792,
1347, 17.60314, 26.96374, 35.73902, 42.85429, 50.88437, 59.28724,
1348, 68.05764, 76.14001, 84.12724, 92.55441, 100.1976, 108.3696,
1349, 115.9131, 124.0221, 131.2839, 139.6669, 147.2963, 156.0912,
1350, 164.1503, 173.2663, 179.9268, 187.6113, 193.8649, 201.0032,
1351, 213.4632, 221.1372, 229.2602, 236.8981, 243.6005, 251.783,
1352, 260.0504, 267.7644, 275.2231, 284.2173, 291.1046, 298.8601,
1353, 306.2479, 311.588, 324.0038, 331.2288, 341.1473, 351.037,
1354, 355.1878, 363.6977, 370.606, 379.8283, 388.3842, 395.3002,
1355, 404.1496, 414.394, 421.7358, 429.8199, 437.1688, 444.4696,
1356, 452.6934, 460.7698, 468.5709, 475.7732, 483.5191, 492.0681,
1357, 499.7088, 511.9842, 516.1834, 522.5751, 534.8696, 543.5359,
1358, 547.2429, 554.8457, 565.955, 570.3133, 578.8423, 585.3815,
1359, 595.0062, 606.3732, 611.7675, 620.6679, 625.8583, 636.5007,
1360, 4.647551, 11.90985, 18.28365, 27.10866, 34.3929, 42.10055,
1361, 50.68422, 58.93272, 67.28455, 74.62443, 83.07548, 91.36772,
1362, 98.44388, 107.0255, 115.0916, 123.2293, 130.3345, 139.3713,
1363, 146.6042, 155.3289, 163.5251, 171.9789, 180.0886, 187.9334,
1364, 193.5384, 202.3035, 213.0247, 222.0394, 228.855, 236.871,
1365, 243.8163, 251.8522, 259.7772, 268.0175, 275.6752, 284.3104,
1366, 291.1392, 299.1286, 306.0365, 311.9578, 325.4724, 331.1033,
1367, 338.4498, 350.3406, 355.6861, 363.3247, 370.9176, 380.8773,
1368, 388.4834, 395.5944, 403.6889, 412.8789, 421.7006, 428.8286,
1369, 437.0447, 444.7019, 453.0535, 460.8188, 468.2972, 475.6662,
1370, 483.3123, 493.011, 501.4858, 513.3551, 515.9644, 520.84,
1371, 533.6144, 542.618, 547.069, 555.3153, 565.6039, 570.4324,
1372, 580.3745, 585.5659, 599.9097, 607.0881, 612.8777, 620.9512,
1373, 623.3036, 635.6246, 4.87606, 11.82076, 18.11172, 27.34139,
1374, 34.40679, 43.32988, 51.6427, 59.68559, 67.40643, 75.61134,
1375, 83.75071, 91.07469, 98.29948, 107.4271, 114.7339, 123.5076,
1376, 131.1117, 140.0273, 146.9032, 154.0169, 162.882, 172.0412,
1377, 179.765, 188.5361, 194.1743, 202.4568, 211.8421, 223.3821,
1378, 229.3658, 236.3286, 243.7557, 251.4706, 259.266, 267.9051,
1379, 275.6804, 284.0051, 291.1421, 299.224, 305.9661, 312.2099,
1380, 324.7894, 330.3906, 338.818, 347.8408, 355.1208, 364.876,
1381, 372.6873, 379.4834, 389.3337, 395.7159, 402.302, 411.4151,
1382, 420.4413, 427.9717, 436.4168, 444.3927, 452.9025, 460.6982,
1383, 468.2336, 475.7859, 482.916, 493.8745, 502.3825, 511.3556,
1384, 517.6376, 522.07, 531.3233, 541.4529, 548.2979, 557.2449,
1385, 564.9561, 570.719, 580.5996, 586.4045, 595.4394, 605.1899,
1386, 612.6892, 621.8069, 626.0226, 636.5263, 5.29304, 12.38973,
1387, 18.04254, 27.43772, 34.99761, 44.41718, 52.00455, 60.30638,
1388, 67.4754, 74.15224, 83.07448, 89.66353, 97.17304, 106.6792,
1389, 114.3501, 124.2411, 131.0767, 139.6982, 147.0275, 153.2624,
1390, 163.0962, 172.2225, 181.0095, 187.5606, 195.8683, 201.4841,
1391, 212.4241, 223.1625, 229.359, 235.8429, 243.7462, 251.5714,
1392, 259.1841, 268.1856, 275.5287, 283.9947, 291.3945, 299.0569,
1393, 306.1495, 312.7249, 324.0668, 330.4673, 340.2927, 347.2845,
1394, 355.1476, 365.1514, 372.3776, 378.7491, 389.6957, 396.4929,
1395, 402.3441, 411.9101, 421.8742, 429.1891, 437.7483, 445.5927,
1396, 454.0333, 461.7592, 469.2152, 476.5712, 483.4326, 495.1178,
1397, 503.3026, 510.0232, 519.6677, 522.9391, 529.9781, 539.5022,
1398, 550.6871, 560.7355, 562.2318, 566.8387, 578.5153, 587.9041,
1399, 595.8982, 602.7677, 612.6682, 625.0767, 625.2484, 637.2565,
1400, 4.797669, 12.26574, 18.41913, 27.58757, 35.41804, 43.88662,
1401, 51.62922, 60.58991, 68.4949, 73.7756, 83.26459, 89.41472,
1402, 96.55956, 107.0755, 116.8185, 126.1331, 132.9575, 138.5496,
1403, 148.0032, 153.5659, 162.7357, 176.7931, 180.9649, 186.4168,
1404, 197.0596, 199.6527, 211.6186, 223.0095, 229.2548, 235.9767,
1405, 243.789, 251.589, 258.9273, 267.3975, 275.1839, 283.6789,
1406, 291.3548, 298.7445, 306.41, 312.8849, 323.5733, 330.4926,
1407, 340.5099, 346.9333, 355.5528, 364.9131, 372.4079, 379.2321,
1408, 389.1929, 396.4449, 402.2807, 411.2567, 421.4285, 429.001,
1409, 437.6461, 445.1948, 453.8224, 461.3552, 468.8989, 476.4595,
1410, 483.3786, 495.6981, 500.4771, 509.1502, 519.4937, 523.6793,
1411, 530.8436, 538.7734, 550.2629, 560.8488, 562.7206, 567.495,
1412, 578.5102, 587.5612, 597.1614, 602.5716, 610.142, 625.7077,
1413, 625.3077, 636.45, 4.19529, 11.99062, 18.56311, 27.56885,
1414, 35.47753, 43.40078, 50.83496, 59.68499, 67.90087, 73.96474,
1415, 82.69652, 89.80602, 97.58415, 106.3496, 120.166, 124.7555,
1416, 135.0612, 138.4907, 148.4616, 154.3418, 160.9881, 176.5593,
1417, 182.7493, 184.6508, 196.1817, 200.7102, 211.0729, 223.9254,
1418, 230.0921, 235.7942, 242.7336, 251.1333, 258.5901, 267.134,
1419, 274.8545, 283.7317, 291.4931, 298.6701, 306.4518, 313.2601,
1420, 323.4205, 330.3646, 340.2693, 346.2593, 355.8413, 365.0368,
1421, 372.4893, 379.597, 389.1121, 396.3146, 402.2077, 411.3123,
1422, 421.4254, 429.0452, 438.0995, 445.7961, 454.1671, 461.9604,
1423, 469.7983, 477.4471, 483.7041, 495.5878, 500.1314, 510.9107,
1424, 518.7372, 522.4783, 530.7249, 539.2386, 549.6474, 560.7233,
1425, 564.3046, 567.8738, 576.2899, 587.7279, 595.0148, 603.5991,
1426, 611.0993, 623.321, 626.8967, 635.0792, 3.579242, 12.57416,
1427, 18.5652, 27.2678, 35.38826, 43.22227, 50.50547, 58.74288,
1428, 67.14908, 73.84367, 82.00083, 89.80389, 97.79233, 105.068,
1429, 119.6797, 128.4774, 132.4005, 138.3835, 145.6519, 154.9182,
1430, 161.7794, 177.472, 182.818, 183.6331, 193.1043, 202.1565,
1431, 212.298, 224.0008, 231.4238, 236.2479, 242.3944, 251.6039,
1432, 259.1305, 267.1286, 274.9938, 283.5705, 291.6121, 298.7146,
1433, 305.8039, 313.7486, 322.4726, 330.2156, 340.1931, 346.5609,
1434, 357.352, 366.4999, 373.2559, 378.468, 388.4313, 395.9398,
1435, 402.4403, 411.3444, 421.2698, 429.0266, 438.1396, 445.8821,
1436, 454.2574, 461.9848, 469.6986, 477.5038, 483.8036, 494.9555,
1437, 501.1129, 511.0219, 518.2465, 523.6187, 530.1035, 539.3144,
1438, 547.8831, 559.5428, 565.5924, 568.1827, 576.245, 588.0306,
1439, 595.2925, 605.0361, 610.7831, 619.3132, 627.8605, 636.0493,
1440, 3.704499, 13.558, 18.583, 26.54851, 35.16327, 44.31408,
1441, 51.46117, 59.145, 67.85505, 73.40738, 82.1724, 89.14478,
1442, 96.46487, 103.9338, 116.9483, 129.5158, 133.0583, 140.3082,
1443, 144.1203, 152.2359, 162.7589, 176.4435, 182.7646, 184.8235,
1444, 192.2412, 203.6543, 211.105, 222.6297, 231.7056, 236.8778,
1445, 243.2081, 251.1245, 259.3202, 266.9608, 274.8951, 282.8752,
1446, 291.3411, 299.0931, 305.7871, 314.3871, 321.5429, 328.9865,
1447, 340.4997, 348.4379, 358.2905, 367.9675, 374.2083, 378.0659,
1448, 387.487, 395.8466, 402.5599, 411.2361, 420.687, 428.5072,
1449, 437.7422, 445.4099, 454.149, 461.771, 469.2733, 477.5975,
1450, 483.3928, 494.4361, 501.2239, 510.3714, 517.7002, 524.8369,
1451, 530.4579, 538.983, 546.4776, 557.9661, 567.2444, 567.5632,
1452, 576.7467, 587.4738, 595.8126, 603.5176, 610.5965, 620.2527,
1453, 628.5107, 637.4014, 4.365089, 14.62206, 19.285, 26.93387,
1454, 35.49907, 44.96132, 52.25538, 59.23198, 68.18355, 74.15162,
1455, 82.56378, 88.98809, 96.62231, 104.4513, 115.8254, 125.251,
1456, 131.1422, 141.2088, 145.6703, 153.8764, 162.9059, 172.7131,
1457, 180.9388, 186.4688, 198.1014, 204.2717, 208.5366, 220.7999,
1458, 232.1042, 238.8076, 244.5198, 251.5082, 260.9072, 266.8695,
1459, 274.3529, 282.9913, 291.6469, 299.2209, 306.0557, 315.0815,
1460, 321.7535, 328.0613, 340.029, 347.4331, 359.1006, 367.9179,
1461, 374.0678, 379.4779, 387.8163, 395.8466, 402.7249, 411.299,
1462, 420.5489, 428.4561, 437.7493, 445.5278, 454.1196, 461.7749,
1463, 469.2871, 478.1143, 483.5593, 494.2275, 502.3067, 510.3304,
1464, 517.8132, 524.3955, 531.6458, 538.9149, 546.7155, 557.4904,
1465, 565.971, 569.1819, 583.504, 588.117, 594.8993, 601.2399,
1466, 611.2435, 620.89, 628.2244, 637.903, 4.502452, 13.80459,
1467, 18.7708, 26.97922, 35.37717, 44.36909, 51.58064, 59.44183,
1468, 68.21537, 74.27898, 82.27599, 89.22914, 96.83512, 104.2281,
1469, 116.9958, 123.1381, 129.9102, 140.2802, 145.5533, 155.4466,
1470, 162.5264, 170.5642, 183.2078, 187.9456, 194.6201, 204.1056,
1471, 209.2666, 219.7156, 232.0718, 239.338, 243.8397, 250.902,
1472, 261.9715, 266.8085, 273.706, 282.4173, 291.1995, 299.2324,
1473, 306.2204, 314.9275, 322.3524, 328.687, 340.6135, 348.9223,
1474, 356.2404, 369.1206, 374.7051, 379.6942, 387.3867, 395.4429,
1475, 402.9299, 411.1981, 420.1615, 428.3676, 437.3429, 445.1155,
1476, 453.6723, 461.2092, 468.7773, 477.2523, 483.2554, 493.6727,
1477, 501.8363, 510.1462, 516.9348, 522.9993, 532.4715, 537.9879,
1478, 547.4314, 556.4243, 562.9348, 571.3105, 585.1479, 591.799,
1479, 594.0439, 597.8071, 611.4837, 620.6327, 629.1548, 638.0222,
1480, 4.853117, 13.33881, 18.10858, 26.49184, 34.72653, 43.9292,
1481, 51.53449, 60.97356, 68.50301, 74.55092, 83.01563, 89.76237,
1482, 96.83432, 103.9679, 116.4163, 123.1245, 131.1777, 139.9058,
1483, 145.461, 155.774, 164.2052, 172.3589, 185.7415, 187.7246,
1484, 190.7362, 204.404, 211.7941, 218.8058, 230.4646, 238.5063,
1485, 244.0827, 252.2344, 261.7734, 266.8092, 273.0113, 282.5327,
1486, 291.9062, 300.5626, 306.8947, 315.3698, 322.941, 329.806,
1487, 340.6481, 348.6707, 352.1488, 369.6332, 375.3054, 378.6253,
1488, 386.574, 395.164, 403.02, 411.3644, 420.3716, 428.5459,
1489, 437.9337, 445.2638, 453.6152, 461.4204, 468.9806, 477.6748,
1490, 484.3108, 493.8411, 501.8527, 510.3506, 515.9883, 521.7252,
1491, 532.1432, 538.7089, 547.864, 556.2255, 564.3173, 571.886,
1492, 582.6497, 590.66, 594.5888, 599.611, 610.5201, 619.5664,
1493, 630.2906, 637.7045, 5.065031, 13.19587, 17.87822, 26.69072,
1494, 34.65972, 43.49274, 51.15656, 61.39172, 68.66138, 74.59904,
1495, 83.04051, 90.20789, 98.28414, 104.0759, 112.8926, 122.794,
1496, 131.2999, 140.6073, 147.5643, 156.2637, 163.3668, 173.0012,
1497, 184.1993, 188.795, 196.5172, 205.6837, 209.3264, 218.0505,
1498, 227.3525, 236.108, 246.3981, 254.2973, 260.1738, 265.8007,
1499, 273.7558, 284.5592, 292.5032, 301.4196, 307.7964, 316.6945,
1500, 324.0609, 331.3318, 339.2967, 347.399, 354.416, 366.1228,
1501, 375.4137, 379.2361, 386.8705, 394.9942, 403.0652, 411.4283,
1502, 420.7533, 429.1755, 438.1032, 445.7141, 454.0965, 461.7354,
1503, 469.1254, 477.3386, 484.5466, 494.4754, 500.7026, 509.8254,
1504, 515.7732, 522.1224, 531.6696, 538.7965, 547.3018, 555.7997,
1505, 563.8573, 571.6628, 579.1699, 587.4033, 593.8719, 602.6445,
1506, 611.9788, 620.3525, 629.0098, 636.5612, 5.22702, 12.9179,
1507, 17.74432, 26.92864, 34.87584, 43.28685, 50.90955, 61.62274,
1508, 69.28331, 74.87261, 82.21975, 90.16005, 98.93062, 104.0276,
1509, 113.4219, 123.058, 130.2527, 140.7959, 147.9009, 156.2345,
1510, 163.4045, 175.442, 182.3508, 188.1558, 192.4426, 204.2994,
1511, 209.4026, 219.7812, 228.67, 233.0619, 244.281, 254.7845,
1512, 260.1136, 265.5918, 277.6049, 285.5072, 289.7057, 302.2341,
1513, 308.1873, 315.5439, 326.3058, 332.3121, 338.4804, 346.4627,
1514, 354.6741, 361.5957, 375.0225, 380.1253, 386.7633, 395.2666,
1515, 403.3172, 411.0068, 420.4089, 428.9, 437.8343, 445.4017,
1516, 453.955, 461.8103, 469.3226, 477.8589, 484.8604, 494.3883,
1517, 501.9218, 509.1041, 517.1351, 523.8716, 531.4648, 538.5817,
1518, 547.0659, 555.4616, 562.9919, 571.0126, 578.2685, 586.2556,
1519, 593.6032, 603.3677, 612.2281, 620.4708, 627.2853, 636.3942,
1520, 4.981884, 12.56968, 17.65481, 26.90521, 34.7203, 43.11083,
1521, 50.9399, 61.7061, 69.44864, 75.07193, 82.06062, 89.86177,
1522, 98.93123, 104.6088, 114.2161, 123.1501, 130.0643, 140.7951,
1523, 147.487, 155.2178, 164.1355, 176.4893, 182.5304, 187.1422,
1524, 192.5627, 203.2163, 210.6465, 218.3135, 226.6885, 235.2289,
1525, 242.6015, 250.7925, 260.7804, 265.5001, 277.4235, 285.3502,
1526, 291.5345, 300.022, 308.2828, 314.3416, 326.4035, 332.0854,
1527, 338.4865, 347.5815, 355.4046, 361.2359, 374.5541, 382.1136,
1528, 385.4023, 395.281, 403.9346, 411.1692, 420.1699, 428.5589,
1529, 437.4532, 445.2736, 453.6, 461.3848, 469.2832, 477.7663,
1530, 484.4435, 493.5552, 501.6413, 509.9432, 516.2579, 524.7119,
1531, 533.6192, 540.2687, 547.7891, 555.2589, 562.8146, 570.5107,
1532, 577.7659, 586.0524, 594.0897, 603.207, 612.0693, 620.9454,
1533, 627.854, 636.4337, 5.064944, 12.57376, 17.4205, 26.56787,
1534, 34.55431, 42.64897, 50.68092, 61.06539, 68.44874, 74.26424,
1535, 82.20786, 89.81735, 98.40714, 105.2806, 115.1373, 123.8879,
1536, 131.927, 141.2787, 148.236, 155.4548, 162.2182, 175.6403,
1537, 180.2985, 184.4239, 192.6982, 201.7317, 209.7677, 218.1938,
1538, 224.9483, 234.3788, 243.725, 249.7223, 260.6241, 265.8455,
1539, 276.5482, 286.1233, 293.8265, 298.7627, 308.6447, 315.0211,
1540, 326.3998, 331.8368, 338.4238, 347.788, 355.9138, 362.1171,
1541, 372.3522, 382.8487, 386.1941, 395.6652, 403.6479, 411.4116,
1542, 420.5936, 428.9865, 437.766, 445.4876, 454.1459, 462.3228,
1543, 470.1284, 478.2758, 484.9748, 493.9481, 501.2358, 510.2518,
1544, 515.9571, 523.8224, 533.8828, 540.5991, 547.9361, 554.3024,
1545, 562.256, 570.2225, 577.7717, 586.4583, 594.4636, 602.7252,
1546, 611.1056, 620.4343, 627.7505, 636.3583, 5.074205, 13.10215,
1547, 17.90509, 26.20815, 34.65184, 42.36548, 50.15276, 59.94514,
1548, 67.22984, 73.04714, 81.94185, 90.18842, 98.71338, 106.3719,
1549, 115.8596, 123.6928, 130.9775, 139.9224, 148.8334, 158.8096,
1550, 163.0543, 173.5785, 179.3828, 184.8854, 194.3215, 203.2183,
1551, 211.5246, 221.2543, 226.8479, 233.5725, 244.7674, 250.7311,
1552, 257.9737, 265.3459, 275.5961, 285.6687, 292.646, 300.9649,
1553, 309.5009, 315.8261, 324.7951, 330.6492, 338.6655, 348.0439,
1554, 355.8096, 362.769, 371.7142, 381.4562, 387.4938, 396.987,
1555, 403.7453, 411.1445, 419.995, 427.6897, 436.2341, 444.2277,
1556, 453.636, 461.4172, 469.7283, 477.6831, 485.0342, 494.0224,
1557, 501.4021, 510.666, 516.132, 524.145, 532.5517, 540.521,
1558, 548.3072, 554.5657, 562.6334, 570.6847, 578.3136, 586.5688,
1559, 594.4284, 602.8254, 611.1195, 620.6333, 627.9004, 636.201,
1560, 5.152743, 13.38259, 18.72411, 26.29643, 34.50768, 42.10421,
1561, 49.25238, 58.79594, 65.80849, 73.32678, 82.71598, 90.53942,
1562, 99.67462, 107.7676, 116.2012, 124.4922, 131.8082, 138.3109,
1563, 149.08, 160.0159, 163.7992, 170.5771, 177.4566, 185.7188,
1564, 194.396, 202.1005, 210.014, 221.2737, 227.8471, 235.0551,
1565, 246.5518, 252.1288, 256.3972, 264.2157, 276.3112, 284.6236,
1566, 291.1852, 301.1646, 310.7823, 316.0293, 324.2286, 330.8958,
1567, 341.4174, 349.1824, 357.6432, 365.1642, 372.0095, 379.4874,
1568, 388.5718, 397.3672, 403.8728, 410.1074, 418.8178, 427.0257,
1569, 435.5785, 443.6522, 452.6649, 461.0623, 469.618, 477.7652,
1570, 485.1476, 493.7706, 501.4194, 510.6584, 516.1381, 524.6646,
1571, 532.4307, 540.1835, 547.9966, 554.4818, 562.5764, 570.2821,
1572, 578.1125, 586.3961, 594.3336, 602.8257, 611.1482, 620.7885,
1573, 627.6169, 636.2322, 4.991345, 12.93611, 19.10097, 26.95406,
1574, 34.30187, 41.63678, 48.83059, 58.29476, 65.98665, 75.65537,
1575, 85.79259, 91.41343, 99.21066, 108.6605, 116.5191, 127.5097,
1576, 132.786, 135.7464, 150.3969, 158.1527, 164.5493, 170.8265,
1577, 178.3244, 187.8615, 196.2768, 203.8858, 212.0156, 223.4658,
1578, 228.7999, 236.1844, 246.3913, 249.7901, 256.9745, 264.2679,
1579, 276.2289, 284.2708, 291.5386, 301.1649, 309.9223, 313.8362,
1580, 323.7867, 331.8294, 342.7649, 351.1576, 357.859, 363.8792,
1581, 370.5711, 377.6268, 387.8624, 396.5317, 404.1501, 410.1353,
1582, 418.6356, 426.4579, 434.8591, 442.364, 451.4133, 459.8439,
1583, 468.0708, 476.515, 484.2891, 493.3457, 501.4646, 510.4789,
1584, 516.1854, 524.8661, 532.5135, 539.78, 547.8553, 554.9373,
1585, 562.7792, 570.3431, 578.6644, 586.5743, 594.4385, 603.2183,
1586, 611.5493, 620.8145, 627.6495, 636.3936, 4.420012, 12.18146,
1587, 18.57152, 27.1546, 34.57465, 42.40459, 50.21125, 59.08349,
1588, 67.62666, 80.52634, 86.94482, 89.70486, 95.35728, 108.5022,
1589, 116.7597, 126.9862, 131.0975, 139.4584, 151.662, 155.6632,
1590, 163.7887, 170.206, 179.4451, 188.4637, 195.4978, 203.0788,
1591, 210.3778, 222.0607, 229.5896, 236.2944, 243.2445, 250.2766,
1592, 262.1872, 263.9034, 275.4691, 284.4373, 293.3621, 302.1974,
1593, 309.0058, 313.8998, 322.9525, 331.5638, 342.0121, 351.8356,
1594, 356.9821, 362.592, 370.6862, 377.4944, 389.3556, 396.0482,
1595, 404.6598, 411.5051, 419.2267, 426.12, 433.8729, 443.2878,
1596, 451.9904, 459.8007, 467.715, 476.3545, 484.1109, 492.9458,
1597, 501.1358, 509.5884, 516.0255, 524.6779, 531.3196, 538.873,
1598, 547.5068, 554.9099, 562.8733, 570.4671, 578.9722, 586.7399,
1599, 594.4335, 603.5755, 611.746, 620.6858, 627.3359, 636.5534,
1600, 4.11669, 11.74088, 18.55223, 27.42503, 34.23229, 43.28036,
1601, 51.23108, 59.59081, 68.87139, 79.48775, 85.30973, 87.37418,
1602, 100.0542, 107.9555, 116.332, 126.4607, 130.7628, 137.4188,
1603, 152.6843, 155.9119, 164.6466, 171.1775, 180.7376, 187.5147,
1604, 194.183, 202.0844, 210.6349, 222.9207, 230.6068, 237.3024,
